SL,Smiles,Ratio_1,Ratio_2,Er,Tg
368,"['C=CCOC(CC)(CO)CO', 'C=CC(=O)OCCCC']",0.4,0.6,7.7614913,23.550709
369,"['C=CCOC(CC)(CO)CO', 'C=CCOCC(CO)(COCC=C)COCC=C']",0.6,0.4,5.793404,25.960304
370,"['C=CCOC(CC)(CO)CO', 'C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1']",0.1,0.9,18.714632,56.796303
371,"['C=CCOC(CC)(CO)CO', 'C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C']",0.4,0.6,37.352554,98.5982
372,"['C=CCOC(CC)(CO)CO', 'C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3']",0.5,0.5,65.003044,113.18572
373,"['C=CCOC(CC)(CO)CO', 'C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O']",0.6,0.4,17.985287,96.37569
374,"['C=CCOC(CC)(CO)CO', 'C=COC(=O)CCCCCC(C)(C)C']",0.5,0.5,9.635043,67.79439
375,"['C=CCOC(CC)(CO)CO', 'C=Cc1cccc(C=C)c1']",0.5,0.5,7.125657,39.933514
376,"['C=CCOC(CC)(CO)CO', 'CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,25.47745,122.390785
377,"['C=CCOC(CC)(CO)CO', 'CC(C)(CO)CO', 'CC(CN=C=O)CC(C)(C)CCN=C=O', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.1,0.9,23.567345,60.71937
378,"['C=CCOC(CC)(CO)CO', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,18.858732,83.26284
379,"['C=CCOC(CC)(CO)CO', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.4,0.6,20.748106,104.2884
380,"['C=CCOC(CC)(CO)CO', 'O=C=NC2CCC(CC1CCC(N=C=O)CC1)CC2', 'O=C=NCCCCCCN=C=O', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.6,0.4,19.260265,78.49394
381,"['C=CCOC(CC)(CO)CO', 'O=C=NC2CCC(CC1CCC(N=C=O)CC1)CC2', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.6,0.4,19.260265,78.49394
382,"['C=CCOC(CC)(CO)CO', 'O=C=NCCCCCCN=C=O', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.4,0.6,11.823656,40.405457
383,"['C=CCOC(CC)(CO)CO', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.1,0.9,31.521812,184.43518
384,"['C=CCOC(CC)(CO)CO', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.1,0.9,44.288975,217.17096
385,"['C=CCOC(CC)(CO)CO', 'OCC1CCC(CO)CC1', 'CC(CN=C=O)CC(C)(C)CCN=C=O', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.1,0.9,7.9266586,30.467516
386,"['C=CCOC(CC)(CO)CO', 'OCCCCO', 'CC(CN=C=O)CC(C)(C)CCN=C=O', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.1,0.9,15.154572,102.131226
387,"['C=CCOC(CC)(CO)CO', 'OCCOCCO', 'CC(CN=C=O)CC(C)(C)CCN=C=O', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.5,0.5,10.9874735,23.04597
388,"['C=CCOCC(CO)(COCC=C)COCC=C', 'C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,14.176319,36.36548
389,"['C=CCOCC(CO)(COCC=C)COCC=C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,19.61131,93.45066
390,"['C=CCOCC(CO)(COCC=C)COCC=C', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.3,0.7,29.762695,78.738304
391,"['C=CCOCC(CO)(COCC=C)COCC=C', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.2,0.8,88.54502,77.38995
392,"['C=CCOCC(CO)(COCC=C)COCC=C', 'C=Cc1cccc(C=C)c1']",0.4,0.6,7.581589,44.842175
393,"['C=CCOCC(CO)(COCC=C)COCC=C', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.3,0.7,14.118244,40.984306
394,"['C=CCOCC(CO)(COCC=C)COCC=C', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.1,0.9,16.155333,33.28029
395,"['C=CCOCC(CO)(COCC=C)COCC=C', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.4,0.6,31.998451,155.52573
396,"['C=CCOCC(CO)(COCC=C)COCC=C', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.1,0.9,37.471695,213.30893
397,"['C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1', 'C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,13.268061,52.207275
398,"['C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,18.929169,90.69948
399,"['C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.4,0.6,30.092003,81.176285
400,"['C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.1,0.9,36.382683,70.114204
401,"['C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1', 'C=CCOCC(CO)(COCC=C)COCC=C']",0.6,0.4,13.645699,41.68664
402,"['C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1', 'C=Cc1cccc(C=C)c1']",0.2,0.8,29.292921,128.53508
403,"['C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.3,0.7,18.044197,31.12188
404,"['C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.1,0.9,21.299591,27.428196
405,"['C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.2,0.8,47.29596,148.26958
406,"['C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.1,0.9,47.156727,206.82738
407,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,11.237045,41.534126
408,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,18.295845,101.147675
409,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,23.568588,100.4256
410,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,25.762856,119.58296
411,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,33.00673,229.514
412,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.4,0.6,34.910583,74.67367
413,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.1,0.9,74.328766,102.929245
414,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'C=CC(=O)OCCCC']",0.5,0.5,33.863926,80.79915
415,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'C=CCOCC(CO)(COCC=C)COCC=C']",0.6,0.4,17.653494,48.776333
416,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1']",0.6,0.4,22.323011,44.991676
417,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3']",0.1,0.9,45.486855,123.595894
418,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O']",0.4,0.6,69.8914,145.06091
419,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'C=COC(=O)CCCCCC(C)(C)C']",0.6,0.4,27.214142,48.939938
420,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'C=Cc1cccc(C=C)c1']",0.5,0.5,63.120285,156.52007
421,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,26.391,134.32193
422,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.4,0.6,31.621239,69.562904
423,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,31.688465,42.094162
424,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.6,0.4,31.687565,168.32611
425,"['C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.6,0.4,27.588703,77.03913
426,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C']",0.6,0.4,17.104963,52.993576
427,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,18.165451,99.84883
428,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,23.126423,96.78125
429,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,25.26849,118.16165
430,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,32.687874,229.25513
431,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.4,0.6,36.161884,78.961716
432,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.1,0.9,76.523094,103.95679
433,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'C=CC(=O)OCCCC']",0.6,0.4,100.17213,136.78647
434,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'C=CCOCC(CO)(COCC=C)COCC=C']",0.6,0.4,28.44975,82.03052
435,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1']",0.6,0.4,21.477434,45.528606
436,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O']",0.5,0.5,160.21893,171.91463
437,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'C=COC(=O)CCCCCC(C)(C)C']",0.6,0.4,83.22724,102.58852
438,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'C=Cc1cccc(C=C)c1']",0.6,0.4,88.999985,162.92757
439,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,25.915306,131.94646
440,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,38.725746,97.25399
441,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,60.28537,105.81081
442,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.6,0.4,39.620354,178.41968
443,"['C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.6,0.4,50.19703,118.39766
444,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'CC(C)(C)N']",0.1,0.9,54.645058,150.56027
445,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'CC(CN)CCCN']",0.1,0.9,21.484148,56.34252
446,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N']",0.5,0.5,14.455645,24.937477
447,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'CC(N)COCC(C)OCC(C)OCC(C)N']",0.6,0.4,47.74431,110.94817
448,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N']",0.5,0.5,16.900494,37.8454
449,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N']",0.1,0.9,83.134125,287.09402
450,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N']",0.1,0.9,31.072742,177.95511
451,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'CC1(C)CC(N)CC(C)(CN)C1']",0.6,0.4,55.64393,67.27481
452,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N']",0.5,0.5,37.41655,70.385895
453,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N']",0.6,0.4,42.604652,88.3004
454,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'CCCCCCCCCCCCCCCN']",0.1,0.9,16.637465,91.774506
455,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'CCCCCCCCCCCCN']",0.1,0.9,15.017954,81.258415
456,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'CCCCCCCCCCN']",0.1,0.9,13.024691,58.55881
457,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'CCCCCCCCCN']",0.6,0.4,11.972979,67.58618
458,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'CCc1cc(C)c(N)c(CC)c1N']",0.6,0.4,32.541714,84.614746
459,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN']",0.1,0.9,22.820374,92.34677
460,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)N']",0.1,0.9,36.03511,133.8292
461,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N']",0.1,0.9,90.60486,299.77664
462,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N']",0.1,0.9,88.38711,311.51526
463,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'NCCCOCCOCCCN']",0.5,0.5,25.739998,82.86386
464,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'NCCNCCN']",0.1,0.9,82.34875,166.63193
465,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'NCCNCCN(CCNCCC(CN)CCN)CCN(CCNCCN)CCN(CCN)CCN']",0.6,0.4,23.118536,26.24873
466,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'NCCOCCOCCN']",0.5,0.5,23.016872,60.680885
467,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'NCc1cccc(CN)c1']",0.6,0.4,54.79745,166.87404
468,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'Nc1cccc(N)c1']",0.6,0.4,55.876846,190.42798
469,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'Nc2ccc(Cc1ccc(N)cc1)cc2']",0.6,0.4,54.39212,181.95316
470,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'Nc2ccc(S(=O)(=O)c1ccc(N)cc1)cc2']",0.6,0.4,50.758286,272.99197
471,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'Nc2ccc(SSc1ccc(N)cc1)cc2']",0.1,0.9,42.841476,173.57039
472,"['C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4', 'Nc2cccc(S(=O)(=O)c1cccc(N)c1)c2']",0.6,0.4,49.341682,244.51163
473,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,14.648959,40.294964
474,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,19.058865,94.80664
475,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,23.903048,100.55687
476,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,25.582956,115.787636
477,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,31.615902,227.14294
478,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.4,0.6,28.911003,68.55756
479,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.3,0.7,176.34822,141.65192
480,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'C=CC(=O)OCCCC']",0.6,0.4,2.2390206,66.21888
481,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'C=CCOCC(CO)(COCC=C)COCC=C']",0.6,0.4,12.02902,36.90196
482,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1']",0.1,0.9,17.94688,55.13424
483,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'C=COC(=O)CCCCCC(C)(C)C']",0.2,0.8,7.5706773,87.86572
484,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'C=Cc1cccc(C=C)c1']",0.6,0.4,4.942648,114.76683
485,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,26.010117,131.04126
486,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.3,0.7,62.932083,76.01196
487,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.3,0.7,62.932083,76.01196
488,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.1,0.9,16.301601,25.148127
489,"['C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.1,0.9,24.376041,192.61893
